English,French,Correct,Wrong,Attempts
the stair,l'escalier,0,0,0
the staple,l'agrafe,0,0,0
the star,"l'étoile, l'etoile",0,0,0
the starch,l'amidon,0,0,0
the state,l'état,0,0,0
the steel,l'acier,0,0,0
the step,l'étape,0,0,0
the still,l'alambic,0,0,0
the stimulation,l'excitation,0,0,0
the sting,l'aiguillon,0,0,0
the stockholder,l'actionnaire,0,0,0
the stomach,l'estomac,0,0,0
the stop,l'arrêt,0,0,0
the storm,l'orage,0,0,0
the strengthening,l'affermissement,0,0,0
the stretching,l'étirement,0,0,0
the student,"l'élève, l'étudiant",0,0,0
the studio,l'atelier,0,0,0
the study,l'étude,0,0,0
the stuff,l'étoffe,0,0,0
the subconscious,subconscient,0,0,0
the subscription,l'abonnement,0,0,0
the summer,l'été,0,0,0
the supply,l'approvisionnement,0,0,0
the support,l'appui,0,0,0
the surroundings,l'alentours,0,0,0
the swarm,l'essaim,0,0,0
the swindler,l'escroc,0,0,0
the switch,l'interrupteur,0,0,0
the sword,l'épée,0,0,0
the tax,l'impot,0,0,0
the teaching,l'enseignement,0,0,0
the team,l'équipe,0,0,0
the test,l'essai,0,0,0
the thickness,"l'épaissur, l'épaisseur",0,0,0
the thorn,l'épine,0,0,0
the timetable,l'horaire,0,0,0
the tin,"l'etain, l'étain",0,0,0
the today,l'aujourd'hui,0,0,0
the tool,l'outil,0,0,0
the tooling,l'outillage,0,0,0
the town planning,l'urbanisme,0,0,0
the trade wind,l'alizé,0,0,0
the transmitter,l'émetteur,0,0,0
the tree,l'arbre,0,0,0
the trimming,l'émondage,0,0,0
the type,l'espèce,0,0,0
the Ukraine,Ukraine,0,0,0
the ulcer,l'ulcère,0,0,0
the ultimatum,l'ultimatum,0,0,0
the unanimity,l'unanimité,0,0,0
the uncertainty,l'incertitude,0,0,0
the uncle,l'oncle,0,0,0
the unconsciousness,l'inconscience,0,0,0
the underwriter,l'assureur,0,0,0
the uniform,l'uniforme,0,0,0
the uniformity,l'uniformité,0,0,0
the unison,l'unisson,0,0,0
the unit,l'unité,0,0,0
the universe,l'univers,0,0,0
the university,l'université,0,0,0
the unrest,l'inquiétude,0,0,0
the uprooting,l'arrachage,0,0,0
the upstream,l'amont,0,0,0
the uranium,l'uranium,0,0,0
the uranium oxide,l'urane,0,0,0
the urbanization,l'urbanisation,0,0,0
the ureter,l'uretère,0,0,0
the urgency,l'urgence,0,0,0
the urinal,l'urinoir,0,0,0
the urine,l'urine,0,0,0
the urn,l'urne,0,0,0
the uruguay,l'uruguay,0,0,0
the usa,l'états−unis,0,0,0
the use,"l'usage, l'utilisation, l'emploi",0,0,0
the usefulness,l'utilité,0,0,0
the user,"l'usager, l'utilisateur",0,0,0
the users,l'utilisateurs,0,0,0
the utensil,l'ustensile,0,0,0
the uterus,l'utérus,0,0,0
the utopia,l'utopie,0,0,0
the utopian,l'utopiste,0,0,0
the Vatican,Vatican,0,0,0
the vent,l'aspirateur,0,0,0
the ventilation,l'aération,0,0,0
the ventilator,l'aerateur,0,0,0
the voter,l'électeur,0,0,0
the want,l'indigence,0,0,0
the warehouse,l'entrepôt,0,0,0
the warehousing,l'entreposage,0,0,0
the water,l'eau,0,0,0
the watering,l'arrosage,0,0,0
the wave,l'onde,0,0,0
the weakening,l'affaiblissement,0,0,0
the weakness,l'abattement,0,0,0
the weapon,l'arme,0,0,0
the wear,l'usure,0,0,0
the west,l'ouest,0,0,0
the wicker,l'osier,0,0,0
the widening,l'élargissement,0,0,0
the wife,l'épouse,0,0,0
the wing,l'aile,0,0,0
the winter,l'hiver,0,0,0
the wit,l'esprit,0,0,0
the work,l'oeuvre,0,0,0
the worship,l'adoration,0,0,0
the worshipper,l'adorateur,0,0,0
the wrath,l'ire,0,0,0
the wreck,l'épave,0,0,0
the writer,l'écrivain,0,0,0
the writing,"l'écrit, l'écriture",0,0,0
the year,"l'année, l'an",0,0,0
the yearning,l'aspiration,0,0,0
theatre,"salle de spectacle, théâtre, théatre",0,0,0
theatric,théâtral,0,0,0
theatrical,théâtral,0,0,0
theatrically,théâtrale,0,0,0
theatrics,gadget,0,0,0
thee,toi,0,0,0
theft,fauche,0,0,0
their,son,0,0,0
theirs,son,0,0,0
them,"leur, ils, les, elles",0,0,0
thematic,thématique,0,0,0
theme,thème,0,0,0
themself,lui même,0,0,0
themselves,lui même,0,0,0
then,"alors, ensukte, donc",0,0,0
thenceforwards,dès lors,0,0,0
theocracy,théocratie,0,0,0
theologian,théologien,0,0,0
theologic,théologique,0,0,0
theological,théologique,0,0,0
theology,théologie,0,0,0
theorem,thèorème,0,0,0
theoretic,théorique,0,0,0
theoretical,"théorique, spéculatif",0,0,0
theoretician,théoricien,0,0,0
theoretist,théoricien,0,0,0
theorist,théoricien,0,0,0
theorize,théoriser,0,0,0
theory,"théorie, gamme",0,0,0
theory of evolution,transformisme,0,0,0
therapeutic,thérapeutique,0,0,0
therapeutic bath,baincuratif,0,0,0
therapeutical,thérapeutique,0,0,0
therapist,thérapeute,0,0,0
therapy,"médication, thérapie, kinésithérapie",0,0,0
there,"là, làbas, y, là",0,0,0
therefor,par conséquent,0,0,0
therefore,"donc, voilà pourquoi, par conséquent",0,0,0
therewith,afin,0,0,0
thermal,thermalique,0,0,0
thermal unit,calorie,0,0,0
thermic,thermalique,0,0,0
thermionic,brûlant,0,0,0
thermometer,thermomètre,0,0,0
thermosphere,thermosphère,0,0,0
these,"celui là, ceci",0,0,0
these days,actuellement,0,0,0
thesis,thèse,0,0,0
they,"on, elles, ils",0,0,0
thick,"dense, épais, gros, dru",0,0,0
thick cold,enchifrènement,0,0,0
thicket,fourré,0,0,0
thickness,"viandée, épaissur, grosseur",0,0,0
thickset,dru,0,0,0
thief,crocheteur,0,0,0
thievery,fauche,0,0,0
thieves,voleurs,0,0,0
thigh,"cuisse, gigots",0,0,0
thing,"truc, objet, zinzin",0,0,0
things,"trucs, choses, affaires, fringues",0,0,0
think,"méditation, pensons, pensez, pensent, penser",0,0,0
think about,méditation,0,0,0
think ahead,anticiper,0,0,0
think to oneself,méditer,0,0,0
think well of,estimer,0,0,0
thinker,"penseur, raisonneur",0,0,0
thinking,pensant,0,0,0
thinkingly,pensante,0,0,0
thinks,pense,0,0,0
third,"tierce, troisième, tiers",0,0,0
third party,tierce,0,0,0
thirdly,tertio,0,0,0
thirst,soif,0,0,0
thirsty,altéré,0,0,0
thirteen,treize,0,0,0
thirteenth,treizième,0,0,0
thirtieth,trentième,0,0,0
thirty,trente,0,0,0
this,"lequel, celle−ci, celui−ci, ceci, cet",0,0,0
this here,ceci,0,0,0
this way or that way,vaille,0,0,0
thistle,chardon,0,0,0
thither,là,0,0,0
thole,tolet,0,0,0
thong,aviron,0,0,0
thorax,thorax,0,0,0
thorn,"épine, broche",0,0,0
thornily,épineuxse,0,0,0
thorns,ronces,0,0,0
thorny,"épineux, épineuxse",0,0,0
thorough,plein,0,0,0
thoroughbred,"pur sang, sanguin",0,0,0
thoroughbreds,sanguine,0,0,0
those,"celui là, ça, cela, c', ce, cet, celui là",0,0,0
thou,tu,0,0,0
though,quoique,0,0,0
thought,"pensées, pensée, pensèrent, pensai, pensa, pensé",0,0,0
thoughtful,réfléchi,0,0,0
thousand years old,millénaire,0,0,0
thousandth,"millieme, millième",0,0,0
thousandth part,millième,0,0,0
thrall,serve,0,0,0
thralldom,asservissement,0,0,0
thrash,rincer,0,0,0
thrashing,"saturation, flottge",0,0,0
thrashings,battage,0,0,0
thread,"enfiler, fil retors, enfilons, enfilent, enfilez",0,0,0
threaded,"enfilai, enfilée, enfilâmes, enfilé, enfilèrent",0,0,0
threading,enfilant,0,0,0
threads,enfile,0,0,0
threat,menace,0,0,0
threaten,"menaçons, menacent, menacez, menacer",0,0,0
threatened,"menacées, menacée, menaça, menaçai, menaçâmes",0,0,0
threatening,menaçant,0,0,0
three,trois,0,0,0
three coloured,tricolore,0,0,0
three four time,mesure à trois temps,0,0,0
three months,trimestre,0,0,0
three phase,triphasé,0,0,0
three sided,trilatéral,0,0,0
three wheeler,tricycle,0,0,0
threefold,"triple, triple",0,0,0
threepart,tripartie,0,0,0
thresh,"rosser, battage",0,0,0
threshold,"seuil, bille",0,0,0
threw,"jetâmes, jeta, jetèrent, jetai, balafre",0,0,0
thriftlessly,dépensierère,0,0,0
thriftlessness,prodigalité,0,0,0
thrilling,palpitant,0,0,0
thrillingly,excitante,0,0,0
throat,gorge,0,0,0
throaty,rugueux,0,0,0
throb,palpiter,0,0,0
throne,trône,0,0,0
throttle,mettre au ralenti,0,0,0
through,"prêt, pour cette raison, à travers",0,0,0
throughput,dépot,0,0,0
throw,"jetent, jetez, jetons, mise bas",0,0,0
throw back,renvoyer,0,0,0
throwback,renvoyer,0,0,0
throwing,jetant,0,0,0
thrown,"jeté, jetées, jetés",0,0,0
throws,jette,0,0,0
thrushes,mettre au ralenti,0,0,0
thrust,buter,0,0,0
thug,criminel,0,0,0
thumb,pouce,0,0,0
thunder,tonnerre,0,0,0
thundering,"tonitruant, tonitruante",0,0,0
thundering applause,salve,0,0,0
Thursday,jeudi,0,0,0
thus,"ainsi, tellement, pour cette raison, également",0,0,0
thwart,"embarrasser, désarticuler",0,0,0
thwarted,désarticuler,0,0,0
thwarting,contrarier,0,0,0
tiara,tiare,0,0,0
tibe,souche,0,0,0
Tiberius,Tibère,0,0,0
Tibet,Tibet,0,0,0
tibetan,tibétain,0,0,0
tibia,tibia,0,0,0
tick,"tique, tic tac",0,0,0
tick off,accrochage,0,0,0
ticket,"billet, ticket, houp",0,0,0
ticket−window,guichet,0,0,0
ticket collector,receveur,0,0,0
ticking off,morigéner,0,0,0
tickle,chatouiller,0,0,0
tickler,carnet,0,0,0
ticklish,chatouilleux,0,0,0
tidal wave,raz de marée,0,0,0
tidbit,gourmandises,0,0,0
tide,"marées, reflux, marée",0,0,0
tided,jet,0,0,0
tides,marées,0,0,0
tidings,avertissement,0,0,0
tidy,régulier,0,0,0
tie,"cravate, accolage, amarrer, liaison",0,0,0
tie on,nouer,0,0,0
ties up,rattache,0,0,0
tiffin,lunch,0,0,0
tiger,"tigre, tigresse",0,0,0
tight,"strict, délibéré, pressé, dru",0,0,0
tighten,"ancrage, gommer, délibéré",0,0,0
tightrope,funiculaire,0,0,0
tightrope walker,équilibriste,0,0,0
tights,collante,0,0,0
tigress,tigresse,0,0,0
tilde,tilde,0,0,0
tile,"tuile, carreau",0,0,0
tiler,couvreur,0,0,0
tillable,cultivable,0,0,0
tilt,"basculer, rendement maximum, pencher",0,0,0
timbre,tonalité,0,0,0
timbrel,tambourin,0,0,0
time,"fois, heure, temps, cadence, durée",0,0,0
time delay,décélération,0,0,0
time exposure,vacation,0,0,0
time fuse,fusée à temps,0,0,0
time lag,décélération,0,0,0
time limit,ajournement,0,0,0
time of probation,stage,0,0,0
time off,congé,0,0,0
timekeeping,chronométrage,0,0,0
timely,à temps,0,0,0
timeserver,opportuniste,0,0,0
timetable,horaire,0,0,0
timid,"craintif, empêtré, timide",0,0,0
timidity,timidité,0,0,0
timing,timing,0,0,0
timorous,craintif,0,0,0
tin,"fer−blanc, tôle, etain, boîte à conserves, étain",0,0,0
tin opener,ouvre boîtes,0,0,0
tin plate,"tôle, fer−blanc",0,0,0
tincture,teinture,0,0,0
tine,fourchon,0,0,0
tines,pif,0,0,0
tinge,"tonalité, de terre",0,0,0
tingle,picotement,0,0,0
tinker,"bricolons, bricolez, bricoler, bricolent",0,0,0
tinkered,"bricolai, bricolèrent, bricolées, bricolâmes",0,0,0
tinkering,bricolant,0,0,0
tinkling,tintement,0,0,0
tinned food,conserve,0,0,0
tint,"teinte, nuance, teindre",0,0,0
tintinnabulation,de terre,0,0,0
tip,"pronostic, indication, pourboire, terminaison",0,0,0
tippler,soûlard,0,0,0
tipsiness,goguette,0,0,0
tipsy,"pompette, gris",0,0,0
tiptoeing,insidieux,0,0,0
tire,"fatiguer, pneu, pneumatique",0,0,0
tired,"fatigué, las",0,0,0
tired to death,fourbue,0,0,0
tiredness,lassitude,0,0,0
tires,pneumatique,0,0,0
tiresome,"fatigant, ennuyeux",0,0,0
tiresomely,fatigante,0,0,0
tiring,fatigant,0,0,0
titanium,titane,0,0,0
titivation,embellissement,0,0,0
title,"titre, intitulé",0,0,0
title holder,tenant du titre,0,0,0
titleholder,tenant du titre,0,0,0
titleholders,tenant du titre,0,0,0
titling,appellation,0,0,0
titmouse,mésange,0,0,0
titrate,titrer,0,0,0
to,"à, avant de, en, pour, vers",0,0,0
to−day,aujourd'hui,0,0,0
to add,rajouter,0,0,0
to announce,proclamer,0,0,0
to be,sa,0,0,0
to be at,sa,0,0,0
to be in a bad way,être mal partagé,0,0,0
to bear,pratiquer,0,0,0
to chirp,"grésiller, gazouillis",0,0,0
to claim,réclamer,0,0,0
to crouch,blottir,0,0,0
to cut,entamer,0,0,0
to detect,"dénicher, éventer",0,0,0
to detonate,faire sauter,0,0,0
to deviate,convention,0,0,0
to device,concevoir,0,0,0
to domineer over,catéchiser,0,0,0
to drone,bourdonnement,0,0,0
to fizzle,tomber dans le vide,0,0,0
to flare up,emportement,0,0,0
to hone,épurer,0,0,0
to increase,propager,0,0,0
to launch,envoler,0,0,0
to me,"m', me",0,0,0
to measure off,nivellement,0,0,0
to patronize,catéchiser,0,0,0
to predict,"prédire, vaticiner",0,0,0
to present,gratifier,0,0,0
to press,acculer,0,0,0
to process,usiner,0,0,0
to produce,rétablir,0,0,0
to queeze,contusionner,0,0,0
to raise,renchérir,0,0,0
to reveal,énoncer,0,0,0
to rush,"acculer, gazer",0,0,0
to screen,déverminer,0,0,0
to slash,déchiqueter,0,0,0
to some extent,quelque peu,0,0,0
to spoil,embarrasser,0,0,0
to subject,soumettre,0,0,0
to support,alimenter,0,0,0
to the right,à droite,0,0,0
to them,leur,0,0,0
to thwart,contrarier,0,0,0
to trace,"éventer, quêter",0,0,0
to us,nous,0,0,0
to you,"te, t', vous",0,0,0
toad,crapaud,0,0,0
toadyism,lèche,0,0,0
toast,"toast, rôtir",0,0,0
toasters,toasteur,0,0,0
tobacco,"tabac, perlot",0,0,0
tobacco box,tabatière,0,0,0
tobacconist,débitant,0,0,0
toboggan,luge,0,0,0
tocsin,tocsin,0,0,0
today,aujourd'hui,0,0,0
toddy,grog,0,0,0
together,"concurremment, connexion",0,0,0
toggle,inverseur,0,0,0
toggle switch,vätvient,0,0,0
toilet,"cabinet, commodes, lavabo, toilette",0,0,0
toilet soap,savonnette,0,0,0
toiling,lancinant,0,0,0
toilsome,pénible,0,0,0
token,"signe, signal, jeton",0,0,0
told,"raconta, racontèrent, racontées, racontée, raconté",0,0,0
tolerance,tolérance,0,0,0
tolerant,"système à dégradation dou, tolérante",0,0,0
tolerantly,tolérant,0,0,0
tolerate,"tolérent, tolérer, tolérons, tolérez",0,0,0
tolerated,"toléré, tolérâmes, toléra, tolérées, tolérés",0,0,0
tolerates,tolére,0,0,0
tolerative,tolérant,0,0,0
toll,péage,0,0,0
tollable,sujet à la douane,0,0,0
tolling,convaincant,0,0,0
tomato,tomate,0,0,0
tomb,"tombeau, tombe",0,0,0
tombstone,pierre tombale,0,0,0
tomorrow,demain,0,0,0
tomtit,mésange,0,0,0
tomtom,tralala,0,0,0
ton,tonne,0,0,0
tonality,tonalité,0,0,0
tone,"tonalité, ton, tonale",0,0,0
tongs,pinces,0,0,0
tongue,"langage, langue, parole",0,0,0
tongues,linguale,0,0,0
tonic,"réconfortante, tonique",0,0,0
tonicity,tonicité,0,0,0
tonics,réconfortante,0,0,0
tonsil,tonsille,0,0,0
tonsure,tonsure,0,0,0
tony,bath,0,0,0
too,"trop, outre, aussi",0,0,0
too little,trop peu,0,0,0
too much,"trop, de trop, par trop",0,0,0
took,"prit, prîmes, prirent",0,0,0
tool,"instrument, outil",0,0,0
tool bag,havresac,0,0,0
tooling,outillage,0,0,0
toolings,outillages,0,0,0
toolmaker,ouutilleur,0,0,0
toot,corner,0,0,0
tooth,"dent, dentaire",0,0,0
tooth decay,carie,0,0,0
toothbrush,brosse à dents,0,0,0
toothed wheel,roue dentée,0,0,0
toothless,édentée,0,0,0
toothpaste,pâte dentifrice,0,0,0
toothpick,cure dent,0,0,0
toothsome,succulent,0,0,0
top,"apogée, au dessus, suprême, chevet, obturateur",0,0,0
top performance,rendement maximum,0,0,0
topaz,topaze,0,0,0
topic,thème,0,0,0
topical,thématique,0,0,0
topicality,actualité,0,0,0
topographic,topographique,0,0,0
topographical,topographique,0,0,0
topography,topographie,0,0,0
topsail,hunier,0,0,0
torch,"flameau, torche",0,0,0
torero,toréro,0,0,0
torment,"tourmenter, torture",0,0,0
tormented,inquiète,0,0,0
torn off,saccadée,0,0,0
torpedo,torpille,0,0,0
torpidity,assoupissement,0,0,0
torpidness,alourdissement,0,0,0
torpor,engourdissement,0,0,0
torrent,torrent,0,0,0
torrent of words,redondance,0,0,0
torridness,incinération,0,0,0
torsion,contorsion,0,0,0
torsionally,arrangeage,0,0,0
tortoise,tortue,0,0,0
torture,"tourment, torturons, torturent, torturez, supplice",0,0,0
tortured,"torturèrent, torturés, torturées, torturâmes",0,0,0
torturer,tortionnaire,0,0,0
tortures,torture,0,0,0
torturing,torturant,0,0,0
torus,ring,0,0,0
toss,dérapage,0,0,0
total,"plein, total",0,0,0
totality,totalité,0,0,0
totalizer,totalisateur,0,0,0
totally,plein,0,0,0
touch,"coudoyer, voix, touchons, touchez, touchent",0,0,0
touched,"touchées, touchèrent, touchés, touchée, toucha",0,0,0
touchily,méchant,0,0,0
touchiness,sensibilité,0,0,0
touching,attendrissant,0,0,0
touchingly,méchant,0,0,0
touchstone,pierre de touche,0,0,0
touchy,"susceptible, impressionnable",0,0,0
toughen,racornir,0,0,0
toughing,touchant,0,0,0
toughs,escroc,0,0,0
toupee,faux toupet,0,0,0
tour,"voyage circulaire, circuit",0,0,0
touring car,routière,0,0,0
tourism,"touristique, tourisme",0,0,0
tourist,touriste,0,0,0
tournament,tournoi,0,0,0
tourney,tournoi,0,0,0
tousle,ébouriffer,0,0,0
tousles,échevelée,0,0,0
tout,racoler,0,0,0
tow,"remorquer, traîner, remorquent, tirage, remorquez",0,0,0
tow off,remorquer,0,0,0
toward,"en, vers, à",0,0,0
towards,"vers, à, en, moyennant",0,0,0
towed,"remorquèrent, remorquai, remorqués, remorquée",0,0,0
towel,essuie mains,0,0,0
toweling,siccatif,0,0,0
tower,tour,0,0,0
toweringly,furieuxse,0,0,0
towing,remorquant,0,0,0
town,"urbain, citadin, ville, cité",0,0,0
town hall,mairie,0,0,0
town planning,urbanisme,0,0,0
toxic,toxique,0,0,0
toxin,toxine,0,0,0
toy,"joujou, jouet",0,0,0
tpr,tpr,0,0,0
trace,"trace, projection horizontale, décalquer",0,0,0
trace element,oligo élément,0,0,0
track,"piste, trace, route, voie, empreinte",0,0,0
track suit,survêtement,0,0,0
trackable,trouvable,0,0,0
trackage,éclisser,0,0,0
tractability,"obéissance, souplesse, docilité",0,0,0
tractable,conciliant,0,0,0
tractor,"entraînement à picots, tracteur",0,0,0
trade,"commercent, commerçons, commercez, commerce",0,0,0
trade−union,syndicat,0,0,0
trade licence,licence,0,0,0
trade tax,patente,0,0,0
trade unionism,syndicalisme,0,0,0
trade unionist,syndicaliste,0,0,0
trade wind,alizé,0,0,0
traded,"commercée, commercé, commerçai, commerça",0,0,0
tradeoff,change,0,0,0
trader,marchand,0,0,0
tradesman,"marchand, commerçante, madame",0,0,0
tradeunionist,syndicaliste,0,0,0
tradition,tradition,0,0,0
traditional,traditionnel,0,0,0
traditionally,traditionnelle,0,0,0
traduce,diffamer,0,0,0
traffic,"trafic, circulation, relation",0,0,0
traffic light,lampe à suspension,0,0,0
traffic lights,"lampe à suspension, feu de signalisation",0,0,0
trafficker,"traficoteur, trafiquant",0,0,0
tragedy,"tragedie, tragédie",0,0,0
tragic,tragique,0,0,0
tragic actress,tragédienne,0,0,0
trail,lé,0,0,0
trailer,"baladeuse, pendentif, remorque",0,0,0
train,"escort, chemin de fer, dresser, cortège, dressage",0,0,0
train ferry,ferry boat,0,0,0
trainee,"apprenti, poutain",0,0,0
training,entraînement,0,0,0
traipse,ribouis,0,0,0
trait,trait,0,0,0
tram,tramway,0,0,0
tramp,"clochard, chemineau",0,0,0
trample on,piétiner,0,0,0
tranquility,tranquillité,0,0,0
transaction,transaction,0,0,0
transcendence,sublimité,0,0,0
transcoding,transcodage,0,0,0
transcribe,"transcrivons, transcrivez, transcrivent, transcris",0,0,0
transcribed,"transcrites, transcrivis, transcrivirent",0,0,0
transcribing,transcrivant,0,0,0
transcript,transcription,0,0,0
transept,transept,0,0,0
transfer,"transférez, transférons, transposition, transférer",0,0,0
transferred,"transférai, transférâmes, transféré, transférée",0,0,0
transferring,transférant,0,0,0
transfers,transfére,0,0,0
transform,"transformez, transformons, métamorphoser",0,0,0
transformative,transformateur,0,0,0
transformed,"transformai, transformé, transformée, transformées",0,0,0
transformer,transformateur,0,0,0
transformers,transfos,0,0,0
transforming,transformant,0,0,0
transforms,transforme,0,0,0
transgress,pécher,0,0,0
tranship,"transbordons, transborder, transbordez",0,0,0
transhipment,transbordement,0,0,0
transhipped,"transbordâmes, transbordai, transbordèrent",0,0,0
transhipping,transbordant,0,0,0
tranships,transborde,0,0,0
transistor,transistor,0,0,0
transit,"transiter, transit",0,0,0
transitively,transitif,0,0,0
translate,"traduire, traduisons, traduisent, traduis",0,0,0
translated,"traduisis, traduites, traduite, traduit, traduisit",0,0,0
translating,traduisant,0,0,0
translation,traduction,0,0,0
translator,traducteur,0,0,0
transmarine,transatlantique,0,0,0
transmission,"radiodiffusion, transmission",0,0,0
transmit,"transmettent, envoyer, transmettons, transmettre",0,0,0
transmits,transmet,0,0,0
transmitted,"transmîmes, transmit, transmis, transmise",0,0,0
transmitter,"émetteur, transmetteur, réalisateur",0,0,0
transmitting,transmettant,0,0,0
transmutation,transmutation,0,0,0
transom,traverse,0,0,0
transparency,transparence,0,0,0
transparent,diaphane,0,0,0
transplant,replanter,0,0,0
transport,"transportez, transportons, transportent, manipuler",0,0,0
transportation,véhicule,0,0,0
transported,"transportés, transportèrent, transportée",0,0,0
transporting,transportant,0,0,0
transports,transporte,0,0,0
transversal,en sifflet,0,0,0
trap,piège,0,0,0
trapeze,trapèze,0,0,0
trapezium,trapèze,0,0,0
trascan,seau à ordures,0,0,0
trashcan,corbeille à papier,0,0,0
traumatism,traumatisme,0,0,0
travel,"voyagez, voyagent, voyageons, voyager",0,0,0
travel agency,agence de voyages,0,0,0
travel office,agence de voyages,0,0,0
traveled,voyagea,0,0,0
traveler,voyageur,0,0,0
travelled,"voyagés, voyagées, voyagée, voyagé, voyagèrent",0,0,0
traveller,"voyageur, touriste",0,0,0
travelling,voyageant,0,0,0
travelling bag,sac de voyage,0,0,0
travelling companion,accompagnateur,0,0,0
tray,plateau,0,0,0
trays,plateaux,0,0,0
treacherous,traître,0,0,0
treacherousness,perfidie,0,0,0
tread,"piétiner, escabeau",0,0,0
treasure,trésor,0,0,0
treasurer,trésorier,0,0,0
treat,"traiter, traitez, traitent, traitons, régaler",0,0,0
treated,"traitée, traitèrent, traités, traitées, traita",0,0,0
treating,traitant,0,0,0
treatment,"cure, traitement",0,0,0
treats,traite,0,0,0
tree,arbre,0,0,0
tremble,"tremblons, trembler, tremblez, tremblent",0,0,0
trembled,"tremblée, tremblés, tremblai, trembla, tremblèrent",0,0,0
trembles,tremble,0,0,0
trembling,tremblant,0,0,0
tremendous,épatant,0,0,0
trench,tranchée,0,0,0
trend,inclinaison,0,0,0
trespass,déborder,0,0,0
tressle,établi,0,0,0
trial,manipulation,0,0,0
triangle,triangle,0,0,0
triangular,trigone,0,0,0
triassic,trias,0,0,0
tribe,"souche, peuplade",0,0,0
tribunal,tribunal,0,0,0
tribute,tribut,0,0,0
trick,"artifice, combine, cautèle",0,0,0
trickery,artifice,0,0,0
tricolors,tricolore,0,0,0
trident,trident,0,0,0
tried,"essayée, essaya, essayé, essayés, essayâmes",0,0,0
tries,essaye,0,0,0
trifle,bagatelle,0,0,0
trigger,"déclenchent, déclenchons, déclenchez",0,0,0
triggered,"déclenchai, déclencha, déclenchèrent, déclenchés",0,0,0
triggering,déclenchant,0,0,0
triggers,déclenche,0,0,0
trilaterally,trilatérale,0,0,0
trim,garnir,0,0,0
trimly,soigné,0,0,0
trimming,émondage,0,0,0
triode,triode,0,0,0
trip,"voyage, broncher, trajet",0,0,0
tripod,trépied,0,0,0
trite,banal,0,0,0
triumph,"triomphe, triomphal",0,0,0
trivia,broutilles,0,0,0
triviality,platitude,0,0,0
trolley,"tacot, caddie",0,0,0
trombone,trombone,0,0,0
troop,troupe,0,0,0
trophy,trophée,0,0,0
tropical,tropical,0,0,0
trot,trotter,0,0,0
trouble,"génons, préoccupation, problème, génez, géner",0,0,0
troubled,"génée, géné, génâmes, génai, géna, génées, génés",0,0,0
troubles,géne,0,0,0
troublesome,suant,0,0,0
troubling,génant,0,0,0
trough,"pour cette raison, auge",0,0,0
troupe,troupe,0,0,0
trousers,pantalon,0,0,0
trout,truite,0,0,0
Troy,Troie,0,0,0
truce,treve,0,0,0
truck,"camiono, camion",0,0,0
true,vrai,0,0,0
truism,truisme,0,0,0
trump,atout,0,0,0
trumpet,trompette,0,0,0
trumpeter,trompettiste,0,0,0
trunk,"torse, souche, fuselage, tronc, malle",0,0,0
trust,"foi, confier",0,0,0
trusted,affidée,0,0,0
trustees,dépositaire,0,0,0
trustworthy,fiable,0,0,0
truth,verité,0,0,0
try,"peiner, essayent, essayer, essayez, essayons",0,0,0
trying,essayant,0,0,0
tsetse,tsé tsé,0,0,0
tub,cuve,0,0,0
tube,"outre, tube, tuyau",0,0,0
tubing,tubage,0,0,0
Tuesday,mardi,0,0,0
tug,"remorqueur, remorquer",0,0,0
tulip,tulipe,0,0,0
tummy,ventre,0,0,0
tumult,échauffourée,0,0,0
tuna,thon,0,0,0
tuna−fish,thon,0,0,0
tune,"accorder, braquer",0,0,0
tungsten,wolfram,0,0,0
tunic,tunique,0,0,0
tuning,scrutin,0,0,0
Tunis,Tunis,0,0,0
Tunisia,Tunesie,0,0,0
tunnel,tunnel,0,0,0
tunny,thon,0,0,0
turbine,turbine,0,0,0
turbojet,truboréacteur,0,0,0
turbulence,turbulence,0,0,0
Turin,Turin,0,0,0
Turk,Turc,0,0,0
Turkey,Turquie,0,0,0
turkey,dindon,0,0,0
turn,"dévier, torsion, changer, se tordre, tournons",0,0,0
turn around,se retourner,0,0,0
turn on,"engager, activer",0,0,0
turn over,renverser,0,0,0
turn round,rebrousser chemin,0,0,0
turncoat,lâcheur,0,0,0
turned,"tournées, tournai, tournèrent, tourna, tournâmes",0,0,0
turnings,abattis,0,0,0
turnip,navet,0,0,0
turns,tourne,0,0,0
turpentine,térébenthine,0,0,0
turret,tourelle,0,0,0
tutelage,tutelle,0,0,0
TV,"regarder la télévision, télévision",0,0,0
twang,nasiller,0,0,0
twanging,sonore,0,0,0
twelfth,douzième,0,0,0
twelve,douze,0,0,0
twentieth,vingtième,0,0,0
twenty,vingt,0,0,0
twentyfold,vingtuple,0,0,0
twig,ramille,0,0,0
twilight,crépuscule,0,0,0
twine,"natter, tresser, tisser",0,0,0
twins,"jumeau, jumeaux, gémeaux",0,0,0
twist,"torsion, tordre",0,0,0
twitter,"pépier, gazouiller",0,0,0
two,deux,0,0,0
twoseater,biplace,0,0,0
type,"type, dactylographier, écriture, taper, esrèce",0,0,0
typhoid,typhus,0,0,0
typhoon,typhon,0,0,0
typical,typique,0,0,0
typing,dactylographie,0,0,0
typist,"dactylographe, dactylo",0,0,0
tyran,tyran,0,0,0
tyrant,tyran,0,0,0
tyre,pneumatique,0,0,0
udder,tétine,0,0,0
ugliness,laideur,0,0,0
